stop_id,stop_code,stop_name,stop_lat,stop_lon
4779,4779,SB Chapparal BV @ Chapparal DR SE,50.885328,-114.024895
4780,4780,EB James McKevitt RD @ Evergreen ST SW,50.921235,-114.094099
4781,4781,WB Shannon AV @ Shannon CM SW,50.90963,-114.095121
4782,4782,EB Shannon AV @ Shannon GD SW,50.909244,-114.097678
4783,4783,SB Coventry Hills WY @ N. of Covepark SQ NE,51.166862,-114.061882
4784,4784,NB Everstone DR @ Everstone BV SW,50.911143,-114.1053
4785,4785,NB Cranston DR @ Cranston WY SE,50.886491,-113.987876
4786,4786,EB Sage Valley DR NW @ Sage Valley RD NW,51.179641,-114.1534
4787,4787,EB Sage Valley DR NW @ Sage Valley GR NW,51.179723,-114.151206
4788,4788,SB Cranston DR @ Cranberry SQ SE,50.890489,-113.97688
4789,4789,WB MacDonald AV @ 8 ST SE,51.041265,-114.042575
4790,4790,NB 8 ST SE @ 11 AV SE,51.040433,-114.041686
4791,4791,WB 50 AV SW @ 22 ST SW,51.008815,-114.114247
4792,4792,EB Centre AV @ 16 ST E,51.052364,-114.015308
4793,4793,WB Cranston BV @ Cranfield LI SE,50.893946,-113.987437
4794,4794,SB Cranston BV @ Cranleigh DR SE,50.893133,-113.986593
4795,4795,Shawnessdy LRT Station,50.910552,-114.070095
4796,4796,Shawnessy LRT Station,50.910877,-114.07016
4797,4797,Shawnessdy LRT Station,50.91091,-114.069688
4798,4798,Shawnessdy LRT Station,50.910687,-114.069745
4799,4799,NB McCall WY @ George Craig BV NE,51.095571,-114.009483
4800,4800,SB Macleod TR @ 45 AV SW,51.012466,-114.066224
4801,4801,SB Macleod TR @ 42 AV SW,51.015516,-114.06482
4802,4802,NB Mission RD @ 36 AV SE,51.021883,-114.06011
4803,4803,NB Macleod TR @ 38A AV SE,51.020046,-114.061467
4804,4804,NB Macleod TR @ 45 AV SW,51.013291,-114.065402
4805,4805,NB Macleod TR @ 46 AV SW,51.011655,-114.066147
4806,4806,SB Macleod TR @ 56 AV SW,51.003624,-114.071231
4807,4807,SB Macleod TR @  53 AV SW,51.005219,-114.07026
4808,4808,SB Fairmount DR @ Fredson DR SE,50.981935,-114.060057
4809,4809,SB Fairmount DR @ Farrell RD SE,50.985551,-114.060056
4810,4810,SB Fairmount DR @  Fairview DR SE,50.98741,-114.062433
4811,4811,SB Fairmount DR @  Franklin DR SE,50.989211,-114.063944
4812,4812,NB Fairmount DR @ Farrell RD SE,50.992406,-114.063642
4813,4813,NB Fairmount DR @ Franklin DR SE,50.989302,-114.063639
4814,4814,NB Fairmount DR @ Fairview DR SE,50.987938,-114.063027
4815,4815,NB Fairmount DR @ 78 AV SE,50.984309,-114.060391
4816,4816,NB Fairmount DR @ Fredson DR SE,50.982479,-114.059866
4817,4817,SB Fairmount DR @ 96 AV SE,50.966399,-114.058902
4818,4818,SB Fairmount DR @ 94 AV SE,50.968278,-114.059239
4819,4819,SB Bridleridge WY @ Bridleridge HT SW,50.902886,-114.110421
4820,4820,SB Bridleridge WY @ Bridleglen MR SW,50.905346,-114.11061
4821,4821,EB 162 AV SW @ Bridleridge WY,50.906591,-114.109665
4822,4822,NB Sage Valley DR NW @ S.Leg Sage Valley PA NW,51.180436,-114.148729
4823,4823,NB Sage Valley DR NW @ N.Leg Sage Valley PA NW,51.181644,-114.147395
4824,4824,WB 162 AV SW @ Everstone DR,50.906939,-114.106286
4825,4825,SB Fairmount DR @ 90 AV SE,50.971832,-114.059257
4826,4826,SB Fairmount DR @ 88 AV SE,50.97294,-114.059446
4827,4827,SB  Fairmount DR @ 84 AV SE,50.977402,-114.060044
4828,4828,SB Fairmount DR @ HERITAGE DR SE,50.979165,-114.060047
4829,4829,NB Fairmount DR @ 83 AV SE,50.978502,-114.059804
4830,4830,NB Fairmount DR @ 86 AV SE,50.976245,-114.059847
4831,4831,NB Fairmount DR @ 88 AV SE,50.974331,-114.05954
4832,4832,NB Fairmount DR @ Armstrong CR SE,50.970973,-114.059069
4833,4833,NB Fairmount DR @ ARBOUR CR SE,50.969407,-114.059068
4834,4834,NB Fairmount DR @ 96 AV SE,50.967017,-114.058806
4835,4835,NB Fairmount DR @ @ 99 AV SE,50.961749,-114.058583
4836,4836,NB Falconridge BV @ Martinwood RD NE,51.117306,-113.946545
4837,4837,SB Coventry Hills WY @ Coventry Hills DR NE,51.165173,-114.059815
4838,4838,NB Royal Oak DR @ Royal Birch RD NW,51.143993,-114.214879
4839,4839,NB Royal Oak DR @ Royal Crest WY NW,51.1419,-114.215763
4840,4840,EB Coventry Hills WY @ Covehaven VW NE,51.164093,-114.058024
4841,4841,SB Richard RD @ N. of Richardson WY SW,51.01373,-114.120971
4842,4842,WB Bowness RD @ Veteran's WY NW,51.061322,-114.143682
4843,4843,WB Old Banff Coach RD @ Patterson BV SW,51.060443,-114.180433
4844,4844,SB Old Banff Coach RD @ Coach Hill RD SW,51.06237,-114.184613
4845,4845,SB Cougar Ridge DR @ Cougar Ridge CO SW,51.069489,-114.217858
4846,4846,EB 17 AV SW @ Richmond RD,51.03772,-114.111537
4847,4847,WB 17 AV SW @ Crowchild TR,51.0379,-114.114422
4848,4848,NB Coventry DR @ Coverton GA NE,51.16442,-114.042796
4849,4849,SB 8 ST SW @ 14 AV SW,51.039734,-114.081836
4850,4850,NB 8 ST SW @ 14 AV SW,51.040392,-114.081495
4851,4851,NB 4 ST NW @ 13 AV NW,51.065055,-114.071435
4852,4852,NB 4 ST NW @ 12 AV NW,51.063796,-114.071429
4853,4853,WB 12 AV NW @ 2 ST NW,51.063437,-114.067869
4854,4854,EB 12 AV NW @ 2 ST NW,51.063297,-114.066964
4855,4855,EB 12 AV NW @ 3 ST NW,51.063315,-114.069461
4856,4856,SB 4 ST NW @ 14 AV NW,51.06516,-114.071643
4857,4857,SB 4 ST NW @ 19 AV NW,51.06928,-114.071654
4858,4858,SB 4 ST NW @ 21 AV NW,51.071078,-114.07164
4859,4859,SB 4 ST NW @ 25 AV NW,51.074667,-114.071642
4860,4860,SB 4 ST NW @ 29 AV NW,51.078391,-114.071649
4861,4861,NB 4 ST NW @ 28 AV NW,51.078224,-114.071431
4862,4862,NB 4 ST NW @ 26 AV NW,51.076424,-114.071388
4863,4863,NB 4 ST NW @ 24 AV NW,51.074716,-114.071439
4864,4864,NB 4 ST NW @ 22 AV NW,51.072701,-114.071438
4865,4865,NB 4 ST NW @ 20 AV NW,51.070974,-114.071418
4866,4866,NB 4 ST NW @ 42 AV NW,51.090863,-114.071475
4867,4867,SB 4 ST NW @ 42 AV NW,51.090302,-114.071711
4868,4868,EB 78 AV NW @ 5 ST NW,51.12253,-114.073488
4869,4869,EB 78 AV NW @ 7 ST NW,51.12217,-114.077813
4870,4870,EB 78 AV NW @ Hunterview DR,51.123044,-114.084332
4871,4871,NB Hunterview DR @ Hunterquay HL NW,51.121231,-114.084475
4872,4872,NB Hunterview DR @ Hunterburn HL NW,51.11824,-114.08322
4873,4873,NB Hunterview DR @ Hunterbow CR NW,51.113763,-114.079701
4874,4874,NB Hunterview DR @ Huntsbay RD NW,51.111965,-114.079772
4875,4875,SB Hunterview DR @ Hunterdale PL NW,51.113812,-114.07987
4876,4876,SB Hunterview DR @ 72 AV NW,51.115929,-114.080722
4877,4877,SB Hunterview DR @ Hunterburn HL NW,51.117472,-114.083083
4878,4878,SB Hunterview DR @ 78 AV NW,51.122703,-114.085454
4879,4879,WB 78 AV NW @ 9 ST NW,51.122066,-114.080849
4880,4880,SB 4 ST NW @ Thornhill PL,51.0973,-114.071697
4881,4881,SB 4 ST NW @ Thorneycroft DR,51.099953,-114.071686
4882,4882,NB 4 ST NW @ Blackthorn RD,51.107626,-114.071344
4883,4883,NB 4 ST NW @ 53 AV NW,51.1007,-114.071368
4884,4884,NB 4 ST NW @ Thornhill PL,51.097939,-114.071356
4885,4885,SB 4 ST NW @ Simons CR,51.104987,-114.071582
4886,4886,SB 4 ST NW @ Blackthorn RD,51.106903,-114.071561
4887,4887,SB Highfield CR @ 11 ST SE,51.011035,-114.035545
4889,4889,EB 144 AV NW @ Sage Valley DR NW,51.183052,-114.14685
4891,4891,NB McCall WY @ Palmer RD NE,51.097016,-114.006561
4892,4892,NB Coventry DR @ Covington CL NE,51.161973,-114.042781
4893,4893,NB Coventry DR @ Covington RD NE,51.160174,-114.043511
4895,4895,EB 130 AV SE @ W.Entr South Trail Mall,50.931824,-113.97074
4896,4896,EB 130 AV SE @ Mount McKenzie DR,50.931796,-113.982855
4897,4897,EB James McKevitt RD @ Millrise WY SW,50.921212,-114.07802
4898,4898,Annie Gale School on Whiteridge Wy NE,51.089339,-113.968398
4899,4899,NB Douglasdale BV @ Douglasbank DR SE,50.945118,-114.004859
4900,4900,NB Douglasdale BV @ Douglas Woods Dr SE,50.943472,-114.00347
4901,4901,SB McKenzie Towne DR @ Elgin WY SE,50.906213,-113.968605
4902,4902,NB McKenzie Towne DR @ Elgin WY SE,50.906743,-113.969043
4903,4903,SB McKenzie Towne DR @ Elgin GA SE,50.908516,-113.969281
4904,4904,NB Prestwick BV @ Prestwick CI SE,50.918946,-113.965374
4905,4905,NB Coventry DR @ Coventry BV NE,51.158275,-114.043805
4906,4906,EB Coventry DR @ Coventry CL NE,51.156873,-114.046698
4907,4907,SB 52 ST SE @ N. of Prestwick GA,50.926817,-113.958426
4908,4908,WB 130 AV SE @ 46 ST SE,50.932122,-113.97045
4909,4909,WB 130 AV SE @ 48 ST SE,50.932179,-113.966404
4910,4910,EB 130 AV SE @ 48 ST SE,50.931755,-113.963926
4911,4911,EB 130 AV SE @ 46 ST SE,50.931815,-113.96694
4912,4912,EB 26 AV NE @ W.of 36 ST NE,51.077743,-113.984673
4913,4913,EB 61 AV SE @ 30 ST SE,50.998551,-113.985708
4914,4914,NB 30 ST SE @ Glenmore TR,50.980476,-113.990456
4915,4915,EB Dufferin BV @ 52 ST SE,50.953857,-113.957386
4916,4916,WB 114 AV SE @ 35 ST SE,50.949605,-113.986351
4917,4917,EB 114 AV SE @ 35 ST SE,50.949867,-113.985273
4918,4918,NB 52 ST SE @ 50 AV SE,51.009424,-113.958226
4919,4919,WB Weston DR @ Weston WY SW,51.063358,-114.197285
4920,4920,WB Weston DR @ 73 ST SW,51.063314,-114.194704
4921,4921,SB 73 ST SW @ Weston PA,51.065161,-114.193693
4922,4922,SB 73 ST SW @ Old Banff Coach RD,51.066556,-114.193752
4923,4923,EB Old Banff Coach RD @ West Springs GA SW,51.064894,-114.188214
4924,4924,EB Old Banff Coach RD @ 73 St SW,51.06674,-114.192413
4925,4925,NB 73 ST SW @ Weston PA,51.066163,-114.19349
4926,4926,NB 73 ST SW @ Weston DR,51.063574,-114.193532
4927,4927,EB Weston DR @ Weston WY SW,51.063207,-114.196252
4928,4928,EB Weston DR @ 77 ST SW,51.063242,-114.19882
4929,4929,EB Shawnessy BV @ Shannon SQ SW,50.913841,-114.096268
4930,4930,WB Shawnessy BV @ Millrise SQ SW,50.91413,-114.097744
4931,4931,EB Everstone BV @ James McKevitt RD SW,50.910736,-114.10053
4932,4932,EB Everstone BV @ Everstone DR SW,50.910742,-114.104741
4933,4933,EB Coventry DR @ Coventry GR NE,51.156965,-114.049624
4934,4934,NB Brentwood CTrain Station,51.086846,-114.131247
4935,4935,NB Acadia DR @ Willow PK DR SE,50.960318,-114.044303
4936,4936,WB @ Chinook Centre,50.995814,-114.074003
4937,4937,WB Douglas Glen GA @ 24 ST SE,50.954004,-114.001653
4938,4938,NB Heritage DR @ 79 AV SE,50.983312,-114.048314
4939,4939,NB Shawinigan DR @ Shannon MR SW,50.911363,-114.089593
4940,4940,NB Shawinigan DR @ Shannon DR SW,50.908817,-114.089197
4941,4941,EB Shawville WY @ W. of Shawville LI SE,50.899746,-114.068554
4942,4942,EB Valley Ridge DR @ Valley Crest CL NW,51.092264,-114.265852
4943,4943,WB Valley Ridge DR @ Valley Crest RI SW,51.092623,-114.267002
4944,4944,EB 96 AV NE @ Harvest Hills BV,51.141869,-114.068389
4945,4945,WB Coventry Hills WY @ Covewood GA NW,51.171457,-114.046839
4946,4946,WB Coventry Hills WY @ Coville GA NE,51.171749,-114.044516
4947,4947,SB 52 ST SE @ 17 AV SE,51.03703,-113.958572
4948,4948,SB Lake Fraser Dr @ N.of Lake Fraser CO SE,50.94474,-114.068585
4949,4949,SB Lake Fraser Dr @ Lake Aspen RD SE,50.947013,-114.068485
4950,4950,NB Lake Fraser Dr @ Lake Fraser CM SE,50.947631,-114.068019
4951,4951,NB Lake Fraser Dr @ Lake Fraser CO SE,50.944202,-114.068291
4952,4952,NB Lake Fraser Dr @ Avenida Mall SE,50.943325,-114.068133
4953,4953,NB Lake Fraser Dr @ N. of Lake Fraser GA SE,50.942249,-114.067916
4954,4954,WB 61 AV SE @ 36 ST SE,50.999101,-113.981582
4955,4955,SB 30 ST SE @ N. of 64 AV SE,50.996072,-113.985527
4956,4956,NB 30 ST SE @ 64 AV SE,50.995411,-113.984985
4957,4957,NB 30 ST SE @ S. of 66 AV SE,50.992468,-113.983523
4958,4958,NB 30 ST SE @ 72 AV SE,50.990251,-113.98408
4959,4959,NB 30 ST SE @ S. of 73 AV SE,50.98767,-113.985145
4960,4960,NB 30 ST SE @ 78 AV SE,50.983935,-113.986784
4961,4961,NB 30 ST SE @ 80 AV SE,50.982477,-113.987805
4962,4962,SB 30 ST SE @ N. of Glenmore TR,50.98075,-113.99061
4963,4963,SB 30 ST SE @ S. of 78 AV SE,50.983286,-113.987439
4964,4964,SB 30 ST SE @ S. of 73 AV SE,50.986958,-113.985762
4965,4965,SB 30 ST SE @ S. of 72 AV SE,50.989304,-113.984683
4966,4966,SB 30 ST SE @ S. of 66 AV SE,50.991646,-113.983747
4968,4968,SB 52 ST SE @ 76 AV SE,50.984637,-113.958708
4973,4973,WB 72 AV SE @ 40 ST SE,50.989597,-113.977581
4974,4974,WB 72 AV SE @ 44 ST SE,50.989603,-113.970839
4975,4975,WB 72 AV SE @ 48 ST SE,50.989587,-113.966318
4976,4976,WB 72 AV SE @ W. of 52 ST SE,50.989545,-113.960899
4977,4977,NB 52 ST SE @ 76 AV SE,50.985883,-113.958227
4978,4978,WB 90 AV SE @ 52 ST SE,50.972373,-113.957187
4979,4979,SB 114 AV SE @ 29 ST SE,50.950838,-113.995719
4980,4980,SB 29 ST SE @ 27 ST SE,50.952526,-113.994898
4981,4981,SB 27 ST SE @ 107 AV SE,50.956389,-113.997511
4982,4982,EB Martin Crossing Dr @ Martin Crossing GR NE,51.117715,-113.958546
4983,4983,EB Martin Crossing Dr @ Martin Crossing PA NE,51.117726,-113.962433
4984,4984,Martindale LRT Station EB (Martin Crossing DR),51.117423,-113.966711
4985,4985,WB Martindale BV @ Martinview RD NE,51.113174,-113.962074
4986,4986,WB Martindale BV @ Martinbrook RD NE,51.114307,-113.959656
4988,4988,WB Saddlecrest BV @ Saddlecrest WY NE,51.137493,-113.940245
4989,4989,SB Everridge DR @ 146 AV SW,50.920741,-114.123502
4990,4990,WB 7 AV SW @ 6 ST SW,51.046934,-114.075861
4991,4991,EB Old Banff Coach RD @ 85 ST SW,51.066954,-114.210373
4992,4992,SB 77 ST SW @ Old Banff Coach Rd,51.066806,-114.199661
4993,4993,EB New Brighton DR @ New Brighton GD SE,50.915812,-113.951048
4994,4994,EB Shawville GA @ Shawville LI SE,50.898631,-114.06642
4995,4995,EB 9 AV SE@ 4 ST SE,51.044115,-114.052824
4996,4996,NB Whitefield DR @ Whitefield PL NE,51.089003,-113.972757
4999,4999,EB Whitefield DR @ 39 ST NE,51.088288,-113.97676
5000,5000,Marlborough LRT Station (SB 36 ST NE @ 8 AV NE),51.058553,-113.982067
5001,5001,WB 7 AV SW @ 2 ST SW,51.04672,-114.068641
5002,5002,EB 3 AV NW @ 34 ST NW,51.057778,-114.136721
5004,5004,WB 7 AV SW @ 4 ST SW,51.046802,-114.071303
5005,5005,WB 6 AV SE @ Macleod TR,51.047398,-114.057467
5006,5006,EB 5 AV SE @ Macleod TR,51.048154,-114.058189
5007,5007,SB 19 ST NW @ 22 AV NW,51.071998,-114.10639
5008,5008,WB Kensington RD @ 14 ST NW,51.052576,-114.095428
5009,5009,WB Kensington RD @ 16 ST NW,51.052583,-114.09861
5010,5010,WB Kensington RD @ 23 ST NW,51.052564,-114.115979
5011,5011,WB Parkdale BV @ 26 ST NW,51.053469,-114.123501
5012,5012,NB 29 ST NW @ Parkdale BV,51.055764,-114.129396
5013,5013,SB 29 ST NW @ 13 AV NW,51.064267,-114.130996
5014,5014,WB 3 AV NW @ 34 ST NW,51.058288,-114.137318
5015,5015,WB 3 AV NW @ 32 ST NW,51.056897,-114.134535
5016,5016,WB Parkdale BV @ 29 ST NW,51.055661,-114.130313
5017,5017,NB Bowness RD @ 42 ST NW,51.068214,-114.15445
5018,5018,NB Bowness RD @ 43 ST NW,51.069386,-114.156048
5019,5019,EB Sandarac DR @ 14 ST NW,51.140333,-114.106463
5020,5020,SB 4 ST NW @ 32 AV NW,51.081638,-114.07163
5021,5021,SB 4 ST NW @ 34 AV NW,51.083042,-114.071655
5022,5022,WB Bowness RD @ 63 ST NW,51.085655,-114.179699
5023,5023,WB Bowness RD @ 64 ST NW,51.086701,-114.182049
5024,5024,WB Bowness  RD @ 77 ST NW,51.089036,-114.19986
5025,5025,NB Riverbend DR @ Riverside CI SE,50.979321,-114.025754
5026,5026,WB 48 AV NW @ 85 ST NW,51.09594,-114.211699
5027,5027,Bowness Terminal NW,51.095732,-114.219119
5028,5028,SB 85 ST NW @ 46 AV NW,51.093739,-114.211074
5029,5029,EB Bowness RD @ 83 ST NW,51.090096,-114.207666
5030,5030,EB Bowness RD @ 64 ST NW,51.08654,-114.182059
5031,5031,NB Riverbend DR @ Riverside CR SE,50.980799,-114.024078
5032,5032,SB 4 ST NW @ 36 AV NW,51.084814,-114.071686
5033,5033,NB 4 ST NW @ 40 AV NW,51.087832,-114.071495
5034,5034,SB Bowness RD @ 47 ST NW,51.073513,-114.161877
5035,5035,SB Bowness  RD @ 43 ST NW,51.068789,-114.155557
5036,5036,EB Bowness RD @ Point DR NW,51.061907,-114.145916
5037,5037,EB Parkdale BV @ 29 ST NW,51.055076,-114.128853
5038,5038,WB 78 AV N @ Centre ST N,51.122682,-114.072006
5039,5039,EB Parkdale BV @ 27 ST NW,51.053914,-114.125129
5040,5040,EB Kensington RD @ 25 ST NW,51.052381,-114.119872
5041,5041,EB Kensington RD @ Crowchild TR NW,51.052421,-114.117101
5042,5042,EB Kensington RD @ 22 ST NW,51.052432,-114.112448
5043,5043,EB Kensington RD @ 16 ST NW,51.052436,-114.097378
5044,5044,EB Kensington RD @ 14 ST NW,51.052452,-114.094051
5045,5045,EB Kensington RD @ Kensington CR NW,51.052437,-114.089842
5047,5047,EB 5 AV SW @ 9 ST SW,51.048886,-114.082716
5048,5048,EB 5 AV SW @ 9 ST SW,51.048867,-114.082674
5049,5049,EB 7 AV SW @ 4 ST SW,51.046657,-114.072354
5051,5051,WB Kensington RD @ 18 ST NW,51.052568,-114.103078
5052,5052,EB 7 AV SW @ 2 ST SW,51.046524,-114.066683
5053,5053,EB 7 AV SW @ 2 ST SW,51.046554,-114.066824
5054,5054,EB 7 AV S @ Centre ST S,51.046441,-114.063735
5056,5056,SB 6 ST SE @ 8 AV SE,51.044716,-114.048476
5057,5057,EB 9 AV SE @ 8 ST SE,51.043131,-114.040929
5058,5058,EB 9 AV SE @ 14 ST SE,51.038921,-114.028528
5059,5059,NB 19 ST SE @ 9 AV SE,51.035834,-114.01931
5060,5060,EB 17 AV SE @ 26 ST SE,51.037578,-113.994702
5061,5061,EB 17 AV SE @ 36 ST SE,51.037677,-113.980757
5062,5062,EB 17 AV SE @ 44 ST SE,51.037759,-113.969338
5063,5063,NB 52 ST SE @ 17 AV SE,51.038595,-113.958241
5064,5064,EB 14 AV SE @ 52 ST SE,51.040901,-113.957676
5065,5065,EB 8 AV SE @ Pensacola WY,51.045118,-113.950379
5066,5066,NB Penbrooke DR @ 4 AV SE,51.049578,-113.941723
5067,5067,NB @ Penbrooke Terminal SE,51.052029,-113.941191
5068,5068,NB Penbrooke DR @ Penbrooke Terminal SE,51.051859,-113.941544
5069,5069,SB Penbrooke DR @ 2 AV SE,51.050322,-113.94196
5070,5070,SB Penbrooke DR @ 5 AV SE,51.047965,-113.941944
5071,5071,WB Pensacola WY @ Pennsburg DR SE,51.041107,-113.951755
5072,5072,SB 52 ST SE @ 14 AV SE,51.040555,-113.958526
5073,5073,WB 17 AV SE @ 52 ST SE,51.037964,-113.959406
5074,5074,WB 17 AV SE @ 38 ST SE,51.037897,-113.979173
5075,5075,WB 17 AV SE @ Radisson DR,51.038003,-113.987456
5076,5076,SB 19 ST SE @ 17 AV SE,51.036925,-114.018341
5077,5077,WB 9 AV SE @ 19 ST SE,51.035985,-114.020984
5078,5078,WB 9 AV SE @ 12 ST SE,51.041547,-114.034895
5079,5079,WB 9 AV SE @ 7 ST SE,51.043965,-114.045485
5081,5081,EB Riverbend DR @ Riverbirch RD SE,50.980719,-114.021675
5082,5082,SB Sandstone DR @ Sanderling HL NW,51.139247,-114.093505
5084,5084,EB 5 AV SW @ 2 ST SW,51.048431,-114.066705
5085,5085,SB Sarcee RD @ Tommy Prince RD SW,51.020696,-114.132091
5086,5086,NB Centre ST S @ 4 AV S,51.049722,-114.062599
5087,5087,SB Centre ST N @ 7 AV N,51.059034,-114.062695
5088,5088,NB 4 ST NW @ 17 AV NW,51.067619,-114.071416
5089,5089,WB 12 AV N @ Centre ST N,51.063449,-114.063329
5090,5090,NB 4 ST NW @ 18 AV NW,51.069121,-114.071421
5091,5091,NB 4 ST NW @ 30 AV NW,51.080005,-114.071447
5092,5092,NB 4 ST NW @ 44 AV NW,51.092823,-114.071437
5093,5093,NB 4 ST NW @ Highland PL,51.095186,-114.071345
5094,5094,NB 4 ST NW @ Northmount PL,51.103326,-114.07133
5095,5095,NB 4 ST NW @ Spyhill RD,51.105061,-114.071292
5096,5096,NB Hunterview DR @ 64 AV NW,51.110507,-114.078635
5097,5097,NB Hunterview DR @ 72 AV NW,51.116652,-114.081234
5098,5098,EB 78 AV NW @ 10 ST NW,51.121959,-114.080856
5099,5099,EB 40 AV NW @ Varscliff RD,51.088158,-114.161238
5100,5100,WB 78 AV NW @ Hunterston CR,51.122619,-114.075969
5101,5101,SB Hunterview DR @ Hunderquay HL NW,51.119766,-114.084182
5102,5102,SB Hunterview DR @ Huntsbay RD NW,51.111422,-114.079977
5103,5103,SB 4 ST NW @ 64 AV NW,51.11017,-114.071669
5104,5104,SB 4 ST NW @ Northmount DR,51.102038,-114.07164
5105,5105,SB 4 ST NW @ 44 AV NW,51.092253,-114.071673
5106,5106,SB 4 ST NW @ 31 AV NW,51.080038,-114.071659
5107,5107,SB 4 ST NW @ 27 AV NW,51.076604,-114.071762
5108,5108,Sunnyside LRT Station (SB 9A ST NW @ 4 AV NW),51.056275,-114.084678
5109,5109,SB 4 ST NW @ 16 AV NW,51.066482,-114.071645
5110,5110,SB 4 ST NW @ 13 AV NW,51.063577,-114.071643
5111,5111,SB Centre ST N @ 10 AV N,51.061111,-114.062663
5112,5112,WB 6 AV SE @ 4 ST SE,51.047333,-114.054175
5113,5113,SB Centre ST N @ Across from Samis RD NE,51.055488,-114.062605
5114,5114,EB Dalhousie DR @ 54 ST NW,51.108704,-114.164293
5115,5115,WB 6 AV SW @ 1 ST SW,51.047603,-114.064874
5116,5116,WB 6 AV SW @ 1 ST SW,51.04764,-114.064943
5117,5117,WB 6 AV SW @ 2 ST SW,51.047671,-114.067581
5118,5118,WB 6 AV SW @ 2 ST SW,51.047676,-114.067452
5119,5119,SB 8 ST SW @ 8 AV SW,51.046496,-114.081368
5120,5120,WB 6 AV SW @ 3 ST SW,51.047786,-114.071113
5121,5121,WB 6 AV SW @ 3 ST SW,51.047746,-114.070587
5122,5122,SB 8 ST SW @ 7 AV SW,51.047186,-114.081282
5123,5123,NB Charleswood DR @ Chicoutimi DR NW,51.086497,-114.120537
5124,5124,SB 8 ST SW @ 11 AV SW,51.042464,-114.08165
5125,5125,EB Riverglen DR @ Riverglen WY SE,50.976367,-114.011852
5127,5127,WB Dalhart RD @ Dalgleish RD NW,51.108699,-114.15222
5128,5128,WB 17 AV SW @ Richmond RD,51.037882,-114.111541
5129,5129,WB 17 AV SW @ 25 ST SW,51.03788,-114.121271
5130,5130,WB 17 AV SW @ 38 ST SW,51.03786,-114.142444
5131,5131,WB 17 AV SW @ 42 ST SW,51.037909,-114.150316
5132,5132,EB 17 AV SW @ Gateway DR,51.037707,-114.156078
5133,5133,EB 17 AV SW @ 37 ST SW,51.037732,-114.140526
5134,5134,EB 17 AV SW @ 31 ST SW,51.03774,-114.132051
5135,5135,EB 17 AV SW @ Richmond RD,51.037732,-114.108683
5136,5136,EB 17 AV SW @ 17 ST SW,51.037754,-114.100892
5137,5137,SB 4 ST NW @ 40 AV NW,51.08683,-114.071716
5138,5138,EB 17 AV SW @ 16 St SW,51.037759,-114.098224
5140,5140,EB 17 AV SW @ 14 ST SW,51.037742,-114.093902
5141,5141,SB @ Penbrooke Terminal,51.051885,-113.941543
5142,5142,NB 8 ST SW @ 16 AV SW,51.038452,-114.081646
5143,5143,NB 8 ST SW @ 11 AV SW,51.042637,-114.081354
5144,5144,NB 8 ST SW @ 7 AV SW,51.046903,-114.081086
5146,5146,EB 5 AV SW @ 8 ST SW,51.048779,-114.080211
5147,5147,EB 5 AV SW @ 5 ST SW,51.048597,-114.072602
5148,5148,NB Centre ST S @ 4 AV S,51.049201,-114.062618
5149,5149,NB 52 ST SE @ 48 AV SE,51.014283,-113.958193
5150,5150,NB Centre ST N @ 14 AV N,51.065791,-114.062381
5151,5151,NB Centre ST N @ 19 AV N,51.070055,-114.062396
5152,5152,NB Centre ST N @ 28 AV N,51.078177,-114.06241
5153,5153,NB Centre ST N @ Laycock DR,51.094877,-114.062279
5154,5154,NB Centre ST N @ 54 AV N,51.100051,-114.062323
5155,5155,NB Centre ST N @ 60 AV N,51.105798,-114.062301
5156,5156,NB Centre ST N @ 64 AV N,51.111197,-114.062256
5157,5157,NB Centre ST N @ S.OF 78 AV N,51.120842,-114.071108
5158,5158,NB Centre ST N @ N.of Beddington  BV,51.126191,-114.07124
5159,5159,WB Beddington BV @ Bermuda DR NW,51.127761,-114.077646
5160,5160,NB @ Sandstone Terminal,51.134363,-114.089166
5161,5161,SB Beddington BV @ Berkshire BV NW,51.133016,-114.088536
5162,5162,SB Beddington BV @ Berwick DR NW,51.131399,-114.086465
5163,5163,EB Beddington BV @ Berwick WY NW,51.129872,-114.083287
5164,5164,NB Bermuda DR @ Beddington BV NW,51.127813,-114.076499
5165,5165,EB Bergen RD @ Bermuda DR NW,51.129185,-114.074525
5166,5166,SB Centre ST N @ Bergen RD N,51.128607,-114.071574
5167,5167,SB Centre ST N@ Beddington BV N,51.124553,-114.071659
5168,5168,SB Centre ST N@ 78 AV N,51.122364,-114.0716
5169,5169,SB 52 ST SE@ 48 AV SE,51.010517,-113.958753
5170,5170,SB Centre ST N @ Tache AV N,51.10781,-114.062559
5171,5171,SB Centre ST N @ Northmount DR N,51.102287,-114.062552
5172,5172,SB Centre ST N @ 43 AV N,51.091061,-114.062536
5173,5173,EB Canada Olympic RD @ Canada Olympic GT SW,51.083921,-114.217263
5174,5174,SB Centre ST N @ 28 AV N,51.077527,-114.062651
5175,5175,SB Centre ST N @ 19 AV N,51.06944,-114.062649
5176,5176,SB Centre ST N @ 14 AV N,51.065015,-114.062644
5177,5177,WB 6 AV SW@ 2 ST SW,51.047698,-114.068678
5178,5178,WB 6 AV SW@ 2 ST SW,51.04766,-114.06858
